animal_id,name,animal_type,outcome_subtype,sex_upon_outcome,age_upon_outcome
A782155,,Cat,Suffering,Intact Male,4 months
A782197,*Boop,Cat,At Vet,Intact Female,1 month
A782393,,Cat,Rabies Risk,Intact Female,1 month
A782616,,Cat,Suffering,Intact Male,1 month
A782618,,Dog,Suffering,Neutered Male,1 year
A782913,,Cat,Suffering,Intact Male,3 months
A783127,,Cat,Suffering,Intact Female,1 month
A783174,,Cat,Rabies Risk,Intact Female,1 year
A783388,,Cat,Rabies Risk,Unknown,2 months
A783838,,Cat,Suffering,Intact Female,1 year
A784020,,Dog,,Unknown,2 years
A784033,,Cat,Suffering,Intact Female,2 months
A784617,Milo,Dog,At Vet,Intact Male,2 months
A785023,,Cat,Suffering,Intact Female,10 years
A785181,,Cat,Suffering,Intact Male,1 year
A785584,,Cat,Rabies Risk,Unknown,2 years
A785677,,Dog,Suffering,Intact Female,7 years
A786543,*Louann,Dog,Suffering,Intact Female,3 years
A786582,,Cat,Medical,Intact Female,4 months
A786671,,Dog,Suffering,Intact Female,14 years
A787133,,Dog,Suffering,Intact Male,8 years
A787148,,Cat,Suffering,Unknown,3 years
A787557,,Dog,Suffering,Intact Male,2 years
A787571,,Cat,At Vet,Unknown,6 years
A788160,,Cat,Rabies Risk,Intact Female,6 months
A788261,Fran,Dog,Suffering,Spayed Female,1 year
A788270,,Dog,Medical,Intact Male,1 month
A788384,Chinin,Cat,Suffering,Unknown,8 years
A788473,,Cat,Suffering,Intact Male,3 years
A788522,,Cat,Suffering,Intact Female,2 months
A788533,,Dog,Suffering,Unknown,1 year
A788721,,Cat,,Intact Male,NULL
