,animal_id,name,animal_type,outcome_subtype,sex_upon_outcome,age_upon_outcome
3103,A773863,,Cat,Suffering,Male,< 1 year
3108,A774776,,Dog,Suffering,Male,1 year
3109,A774879,,Cat,Suffering,Female,< 1 year
3110,A774890,,Dog,Suffering,Male,2 years
3111,A775100,,Dog,Suffering,Male,< 1 year
3112,A775638,Little Bit,Dog,Suffering,Unknown,15 years
3116,A775815,,Dog,Suffering,Male,< 1 year
3092,A772880,,Cat,Suffering,Unknown,< 1 year
3095,A773131,,Cat,Suffering,Male,6 years
2438,A727899,,Cat,Suffering,Male,< 1 year
2462,A728737,,Dog,Suffering,Male,< 1 year
2652,A742180,Tho-1,Cat,Suffering,Male,15 years
3145,A780651,Bear,Cat,Suffering,Male,< 1 year
3146,A780655,,Dog,Suffering,Male,1 year
3177,A785677,,Dog,Suffering,Female,7 years
3178,A786543,*Louann,Dog,Suffering,Female,3 years
3180,A786671,,Dog,Suffering,Female,14 years
3181,A787133,,Dog,Suffering,Male,8 years
3182,A787148,,Cat,Suffering,Unknown,3 years
3183,A787557,,Dog,Suffering,Male,2 years
3186,A788261,Fran,Dog,Suffering,Female,1 year
3188,A788384,Chinin,Cat,Suffering,Unknown,8 years
3189,A788473,,Cat,Suffering,Male,3 years
3165,A782618,,Dog,Suffering,Male,1 year
3143,A780563,Xena,Dog,Suffering,Female,10 years
3164,A782616,,Cat,Suffering,Male,< 1 year
3160,A782089,,Cat,Suffering,Female,2 years
3147,A780855,,Cat,Suffering,Unknown,2 years
3089,A772637,,Cat,Suffering,Female,< 1 year
3090,A772734,,Dog,Suffering,Female,2 years
3148,A780899,Cheetah,Cat,Suffering,Unknown,1 year
3149,A780915,Gatsby,Cat,Suffering,Male,18 years
3150,A780952,,Cat,Suffering,Female,< 1 year
3151,A780980,,Dog,Suffering,Female,< 1 year
3152,A781198,,Cat,Suffering,Male,1 year
3153,A781205,,Cat,Suffering,Female,2 years
3154,A781249,,Cat,Suffering,Female,< 1 year
3155,A781312,,Cat,Suffering,Male,5 years
3156,A781407,,Cat,Suffering,Female,8 years
3157,A781769,,Cat,Suffering,Male,1 year
3158,A781938,Sandy,Dog,Suffering,Female,6 years
2554,A734864,,Cat,Suffering,Female,< 1 year
3028,A769566,,Cat,Suffering,Male,9 years
3044,A770335,,Cat,Suffering,Female,5 years
3025,A769339,,Dog,Suffering,Female,10 years
3026,A769415,,Cat,Suffering,Unknown,< 1 year
3029,A769570,,Cat,Suffering,Male,2 years
3030,A769616,,Cat,Suffering,Female,10 years
3031,A769652,Oso,Cat,Suffering,Male,2 years
3032,A769663,,Cat,Suffering,Male,2 years
3033,A769739,Marilyn,Cat,Suffering,Female,< 1 year
3034,A769743,,Cat,Suffering,Female,6 years
3035,A769807,,Cat,Suffering,Male,15 years
3036,A769823,,Cat,Suffering,Male,8 years
3038,A769982,Unknown,Cat,Suffering,Female,6 years
3039,A770022,,Cat,Suffering,Female,< 1 year
3040,A770033,,Cat,Suffering,Unknown,< 1 year
3041,A770035,,Cat,Suffering,Unknown,< 1 year
3043,A770334,,Cat,Suffering,Female,5 years
3159,A781964,,Cat,Suffering,Female,< 1 year
3161,A782155,,Cat,Suffering,Male,< 1 year
1394,A692158,,Dog,Suffering,Female,< 1 year
3023,A769163,Clyde,Dog,Suffering,Male,10 years
2996,A767006,,Cat,Suffering,Unknown,5 years
2998,A767112,Gaylene,Cat,Suffering,Unknown,2 years
3001,A767415,*Marsha,Cat,Suffering,Female,10 years
3002,A767419,Trigger,Dog,Suffering,Male,16 years
3004,A767630,Vic-7,Cat,Suffering,Female,8 years
3005,A767728,,Cat,Suffering,Male,3 years
3008,A768228,,Cat,Suffering,Female,15 years
3010,A768365,Panda,Dog,Suffering,Male,2 years
3012,A768439,,Cat,Suffering,Male,< 1 year
3013,A768525,Oido,Cat,Suffering,Male,5 years
3014,A768636,,Dog,Suffering,Female,< 1 year
3016,A768969,,Cat,Suffering,Female,< 1 year
3191,A788533,,Dog,Suffering,Unknown,1 year
2527,A732359,,Cat,Suffering,Male,< 1 year
3091,A772757,,Cat,Suffering,Unknown,< 1 year
3021,A769141,,Cat,Suffering,Male,1 year
2528,A732500,,Dog,Suffering,Male,6 years
3084,A772182,,Cat,Suffering,Male,< 1 year
3055,A770831,,Cat,Suffering,Female,1 year
3046,A770388,,Dog,Suffering,Male,9 years
3047,A770408,,Cat,Suffering,Male,4 years
3070,A771445,Cowboy,Dog,Suffering,Male,3 years
3071,A771529,,Cat,Suffering,Unknown,< 1 year
3072,A771622,,Cat,Suffering,Female,< 1 year
3073,A771693,,Cat,Suffering,Female,< 1 year
3075,A771713,,Cat,Suffering,Female,< 1 year
3076,A771768,,Cat,Suffering,Unknown,< 1 year
3078,A771815,,Dog,Suffering,Male,2 years
3080,A771933,Unknown,Cat,Suffering,Male,2 years
3081,A771951,,Cat,Suffering,Male,< 1 year
3059,A770968,Unknown,Cat,Suffering,Male,10 years
3082,A772032,,Cat,Suffering,Female,< 1 year
3083,A772044,,Cat,Suffering,Female,< 1 year
3085,A772291,,Cat,Suffering,Unknown,< 1 year
3086,A772313,,Cat,Suffering,Female,11 years
3088,A772622,,Cat,Suffering,Unknown,2 years
3069,A771431,,Cat,Suffering,Male,1 year
3068,A771265,Chichi,Dog,Suffering,Male,7 years
3067,A771258,,Cat,Suffering,Female,2 years
3066,A771207,,Cat,Suffering,Female,12 years
3048,A770436,,Cat,Suffering,Male,5 years
3049,A770490,Rookie,Dog,Suffering,Male,8 years
3050,A770531,,Cat,Suffering,Female,10 years
3051,A770551,,Cat,Suffering,Unknown,2 years
3052,A770568,,Cat,Suffering,Male,< 1 year
3053,A770671,,Cat,Suffering,Male,2 years
3058,A770956,,Cat,Suffering,Male,5 years
2994,A767002,Momma,Cat,Suffering,Female,12 years
2524,A732045,*Phelps,Cat,Suffering,Male,< 1 year
2541,A733406,,Cat,Suffering,Female,5 years
3022,A769157,,Dog,Suffering,Male,1 year
2526,A732225,,Cat,Suffering,Unknown,15 years
3024,A769181,,Cat,Suffering,Male,5 years
2555,A735122,,Cat,Suffering,Male,< 1 year
3060,A770979,,Cat,Suffering,Female,7 years
3061,A771032,,Cat,Suffering,Unknown,1 year
3062,A771068,,Dog,Suffering,Female,4 years
3065,A771205,,Cat,Suffering,Unknown,2 years
3056,A770866,Unknown,Cat,Suffering,Male,8 years
2414,A726530,*Theo,Cat,Suffering,Male,< 1 year
2807,A752824,,Cat,Suffering,Male,2 years
2805,A752818,,Cat,Suffering,Male,5 years
2549,A734531,,Cat,Suffering,Female,1 year
2550,A734686,,Dog,Suffering,Male,5 years
2523,A732008,Richard,Dog,Suffering,Male,7 years
2551,A734823,,Cat,Suffering,Female,< 1 year
2553,A734856,,Cat,Suffering,Male,4 years
3057,A770888,,Cat,Suffering,Female,< 1 year
2556,A735149,Milo,Dog,Suffering,Male,3 years
3045,A770340,,Cat,Suffering,Female,1 year
2557,A735158,Casper,Dog,Suffering,Male,7 years
2558,A735243,,Cat,Suffering,Male,< 1 year
2559,A735366,,Cat,Suffering,Male,2 years
2560,A735370,Kiki,Dog,Suffering,Male,9 years
2561,A735445,,Dog,Suffering,Female,< 1 year
2562,A735446,,Cat,Suffering,Female,< 1 year
2564,A735825,,Cat,Suffering,Unknown,3 years
2547,A734311,,Cat,Suffering,Female,< 1 year
2565,A735944,,Cat,Suffering,Female,< 1 year
2545,A733844,,Cat,Suffering,Female,< 1 year
2552,A734852,,Cat,Suffering,Female,5 years
3054,A770761,,Cat,Suffering,Female,12 years
